dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,4.056449,12.935297,2.491967,5.945442,5.947551,-3.797856,0.308894
0.010000,4.113630,12.953621,2.552012,6.004496,5.905363,-4.218734,0.311325
0.010000,4.171326,12.972260,2.612644,6.063212,5.871671,-3.369296,0.313596
0.010000,4.229536,12.991207,2.673860,6.121567,5.835455,-3.621514,0.315701
0.010000,4.288258,13.010451,2.735655,6.179516,5.794930,-4.052578,0.317638
0.010000,4.347491,13.029984,2.798025,6.237046,5.753003,-4.192679,0.319402
0.010000,4.407233,13.049796,2.860967,6.294139,5.709273,-4.373030,0.320989
0.010000,4.467482,13.069876,2.924474,6.350723,5.658432,-5.084072,0.322394
0.010000,4.528237,13.090213,2.988543,6.406872,5.614816,-4.361543,0.323611
0.010000,4.589497,13.110796,3.053168,6.462508,5.563680,-5.113614,0.324637
0.010000,4.651260,13.131611,3.118344,6.517587,5.507891,-5.578920,0.325465
0.010000,4.713523,13.152646,3.184064,6.572056,5.446862,-6.102921,0.326090
0.010000,4.776286,13.173886,3.250324,6.625946,5.388970,-5.789184,0.326505
0.010000,4.839546,13.195316,3.317115,6.679141,5.319518,-6.945224,0.326705
0.010000,4.903302,13.216919,3.384431,6.731642,5.250141,-6.937639,0.326680
0.010000,4.967551,13.238680,3.452265,6.783381,5.173885,-7.625683,0.326426
0.010000,5.032290,13.260581,3.520608,6.834302,5.092125,-8.175922,0.325932
0.010000,5.097516,13.282601,3.589452,6.884336,5.003354,-8.877115,0.325190
0.010000,5.163227,13.304721,3.658786,6.933423,4.908737,-9.461718,0.324191
0.010000,5.229419,13.326919,3.728601,6.981494,4.807121,-10.161602,0.322924
0.010000,5.296088,13.349174,3.798885,7.028469,4.697470,-10.965083,0.321379
0.010000,5.363228,13.371459,3.869628,7.074256,4.578650,-11.882042,0.319544
0.010000,5.430835,13.393751,3.940816,7.118750,4.449416,-12.923381,0.317405
0.010000,5.498903,13.416022,4.012434,7.161834,4.308405,-14.101099,0.314948
0.010000,5.567424,13.438242,4.084468,7.203375,4.154121,-15.428373,0.312159
0.010000,5.636390,13.460380,4.156900,7.243261,3.988645,-16.547579,0.309021
0.010000,5.705794,13.482406,4.229715,7.281455,3.819400,-16.924501,0.305516
0.010000,5.775622,13.504282,4.302890,7.317511,3.605512,-21.388845,0.301625
0.010000,5.845866,13.525973,4.376406,7.351639,3.412850,-19.266236,0.297325
0.010000,5.916510,13.547439,4.450239,7.383285,3.164555,-24.829443,0.292594
0.010000,5.987538,13.568638,4.524363,7.412391,2.910590,-25.396535,0.287406
0.010000,6.058932,13.589524,4.598750,7.438743,2.635273,-27.531718,0.281734
0.010000,6.130674,13.610052,4.673371,7.462066,2.332246,-30.302667,0.275546
0.010000,6.202739,13.630169,4.748192,7.482044,1.997837,-33.440940,0.268809
0.010000,6.275101,13.649822,4.823175,7.498324,1.628006,-36.983044,0.261487
0.010000,6.347729,13.668953,4.898280,7.510508,1.218337,-40.966934,0.253539
0.010000,6.420587,13.687502,4.973462,7.518184,0.767609,-45.072783,0.244921
0.010000,6.493638,13.705403,5.048674,7.521232,0.304803,-46.280563,0.235583
0.010000,6.566833,13.722587,5.123860,7.518573,-0.265827,-57.063047,0.225471
0.010000,6.640122,13.738981,5.198960,7.510051,-0.852282,-58.645485,0.214527
0.010000,6.713448,13.754509,5.273912,7.495127,-1.492351,-64.006851,0.202684
0.010000,6.786740,13.769089,5.348639,7.472798,-2.232883,-74.053239,0.189870
0.010000,6.859922,13.782636,5.423065,7.442590,-3.020823,-78.794038,0.176005
0.010000,6.932909,13.795060,5.497102,7.403642,-3.894746,-87.392311,0.161002
0.010000,7.005598,13.806269,5.570650,7.354848,-4.879428,-98.468159,0.144765
0.010000,7.077881,13.816168,5.643608,7.295818,-5.903067,-102.363886,0.127188
0.010000,7.149631,13.824661,5.715859,7.225010,-7.080714,-117.764757,0.108156
0.010000,7.220706,13.831649,5.787277,7.141800,-8.321079,-124.036405,0.087543
0.010000,7.290951,13.837037,5.857728,7.045128,-9.667194,-134.611597,0.065216
0.010000,7.360124,13.840730,5.926999,6.927159,-11.796821,-212.962649,0.041054
0.010000,7.427910,13.842644,5.994813,6.781335,-14.582424,-278.560274,0.014968
0.010000,7.493998,13.842720,6.060901,6.608772,-17.256309,-267.388563,6.270060
0.010000,7.558055,13.840930,6.124982,6.408176,-20.059631,-280.332148,6.239913
0.010000,7.619771,13.837278,6.186806,6.182401,-22.577524,-251.789295,6.207694
0.010000,7.678900,13.831802,6.246189,5.938245,-24.415605,-183.808083,6.173407
